label,fontcolor,bold,italic,alignment,outlinelevel,wordobjecttype,imarkerstype,imarkerspos,punctuation,keyword,fontsize,characount,sentencount,firstlineindent,spacebefore,spaceafter,linespacing,wordobjectwidth,wordobjectheight
11,4,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.12546125461254612,0.0,-0.125,0.0,0.0,0.1636363636363637,0.0,0.0
12,4,3,0,5,3,1,6,2,0,1,0.08823529411764705,0.06642066420664207,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
11,4,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.08118081180811808,0.0,-0.125,0.0,0.0,0.1636363636363637,0.0,0.0
12,4,3,0,5,3,1,6,2,0,1,0.08823529411764705,0.0996309963099631,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
11,4,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.08118081180811808,0.0,-0.125,0.0,0.0,0.0,0.0,0.0
12,4,3,0,5,3,1,6,2,0,1,0.08823529411764705,0.16236162361623616,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
11,4,0,0,3,0,1,1,1,0,1,0.11764705882352941,0.33579335793357934,0.0,-0.08333333333333337,0.0,0.0,0.0,0.0,0.0
12,4,3,0,5,3,1,6,2,0,1,0.08823529411764705,0.15129151291512913,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
11,4,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.16236162361623616,0.0,-0.125,0.0,0.0,0.0,0.0,0.0
12,4,3,0,5,3,1,6,2,0,1,0.08823529411764705,0.16605166051660514,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
11,4,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.11439114391143912,0.0,-0.125,0.0,0.0,0.0,0.0,0.0
10,4,0,0,3,2,1,5,2,0,1,0.08823529411764705,0.003690036900369003,0.0,-1.0,0.4875,0.557142857142857,0.0,0.0,0.0
12,4,0,0,3,0,1,6,2,0,1,0.08823529411764705,0.28044280442804426,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
12,4,0,0,3,0,1,6,2,0,1,0.08823529411764705,0.1992619926199262,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
12,4,0,0,3,0,1,6,2,0,1,0.08823529411764705,0.2140221402214022,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
12,4,0,0,3,0,1,6,2,0,1,0.08823529411764705,0.17343173431734316,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
12,4,0,0,3,0,1,6,2,0,1,0.08823529411764705,0.2103321033210332,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
10,4,0,0,3,2,1,5,2,0,1,0.08823529411764705,0.014760147601476013,0.0,-1.0,0.4875,0.557142857142857,0.0,0.0,0.0
12,4,0,0,3,1,1,1,1,0,1,0.08823529411764705,0.33579335793357934,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
12,4,0,0,3,0,1,6,2,0,1,0.08823529411764705,0.06642066420664207,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.19557195571955718,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.18081180811808117,0.25,-1.0,0.0,0.0,0.0,0.0,0.0
12,4,0,0,3,0,1,6,2,0,1,0.08823529411764705,0.04428044280442805,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
13,4,0,3,3,1,1,7,2,0,1,0.08823529411764705,0.5830258302583026,0.5,-1.0,0.0,0.0,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.2988929889298893,0.25,-1.0,0.0,0.0,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.30258302583025826,0.25,-1.0,0.0,0.0,0.0,0.0,0.0
12,4,0,0,3,0,1,6,2,0,1,0.08823529411764705,0.033210332103321034,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.4797047970479705,0.5,-1.0,0.0,0.0,0.0,0.0,0.0
13,4,0,0,5,0,1,7,2,0,1,0.08823529411764705,0.23616236162361623,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
11,4,0,0,5,0,1,1,1,0,1,0.08823529411764705,0.23247232472324722,0.0,-0.125,0.0,0.0,0.0,0.0,0.0
12,4,0,0,3,0,1,6,2,0,1,0.08823529411764705,0.05166051660516605,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
11,4,0,0,5,0,1,1,1,0,1,0.08823529411764705,0.2177121771217712,0.25,-0.125,0.0,0.0,0.0,0.0,0.0
12,4,0,0,3,0,1,6,2,0,1,0.08823529411764705,0.05166051660516605,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.2878228782287823,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
13,4,0,3,3,0,1,7,2,0,1,0.08823529411764705,0.4243542435424354,0.5,-1.0,0.0,0.0,0.0,0.0,0.0
10,4,0,0,3,2,1,5,2,0,1,0.08823529411764705,0.01107011070110701,0.0,-1.0,0.4875,0.557142857142857,0.0,0.0,0.0
12,4,0,0,3,0,1,6,2,0,1,0.08823529411764705,0.025830258302583026,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.0996309963099631,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.15867158671586715,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.3468634686346863,0.25,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.3099630996309963,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
12,4,0,0,3,0,1,6,2,0,1,0.08823529411764705,0.04428044280442805,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.19188191881918817,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.3173431734317343,0.25,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
14,4,0,0,2,0,1,1,1,0,9,0.08823529411764705,0.08856088560885608,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
15,4,0,0,2,0,1,1,1,0,9,0.08823529411764705,0.08856088560885608,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
16,3,0,0,2,0,3,1,1,0,1,0.0,0.01107011070110701,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
10,4,0,0,3,2,1,5,2,0,1,0.08823529411764705,0.01107011070110701,0.0,-1.0,0.4875,0.557142857142857,0.0,0.0,0.0
12,4,0,0,3,0,1,6,2,0,1,0.08823529411764705,0.38745387453874536,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
12,4,0,0,3,0,1,6,2,0,1,0.08823529411764705,0.06642066420664207,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.11808118081180811,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.16974169741697415,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.0996309963099631,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
12,4,0,0,3,0,1,6,2,0,1,0.08823529411764705,0.04428044280442805,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
13,4,0,3,3,0,1,7,2,0,1,0.08823529411764705,0.2140221402214022,0.25,-1.0,0.0,0.0,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.0996309963099631,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
12,4,0,0,3,0,1,6,2,0,1,0.08823529411764705,0.033210332103321034,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.12177121771217712,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.12546125461254612,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
12,4,0,0,3,0,1,6,2,0,1,0.08823529411764705,0.04059040590405904,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.36162361623616235,0.5,-1.0,0.0,0.0,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.07380073800738007,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.23616236162361623,0.25,-1.0,0.0,0.0,0.0,0.0,0.0
13,4,0,3,3,0,1,7,2,0,1,0.08823529411764705,0.2214022140221402,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
12,4,0,0,3,0,1,6,2,0,1,0.08823529411764705,0.05166051660516605,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.0959409594095941,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.04428044280442805,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
12,4,0,0,3,0,1,6,2,0,1,0.08823529411764705,0.05166051660516605,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.1070110701107011,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.04428044280442805,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
12,3,0,0,3,0,1,6,2,0,1,0.08823529411764705,0.04059040590405904,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
11,3,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.28044280442804426,0.25,-1.0,0.0,0.0,0.0,0.0,0.0
13,3,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.11808118081180811,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
11,4,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.16605166051660514,0.0,-0.11458333333333337,0.0,0.0,0.0,0.0,0.0
11,4,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.11808118081180811,0.0,-0.11458333333333337,0.0,0.0,0.0,0.0,0.0
11,4,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.1291512915129151,0.0,-0.11458333333333337,0.0,0.0,0.0,0.0,0.0
13,4,0,0,3,0,1,7,2,0,1,0.08823529411764705,0.07380073800738007,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
10,4,0,0,3,0,1,1,1,0,1,0.11764705882352941,0.04059040590405904,0.25,-0.08333333333333337,0.0,0.0,0.0,0.0,0.0
12,4,0,0,3,2,1,6,2,0,1,0.08823529411764705,0.014760147601476013,0.0,-1.0,0.4875,0.557142857142857,0.0,0.0,0.0
11,4,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.4206642066420664,0.25,-0.09375,0.0,0.0,0.0,0.0,0.0
12,4,0,0,3,0,1,6,2,0,1,0.08823529411764705,0.04428044280442805,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
11,4,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.7638376383763837,0.5,-0.11458333333333337,0.0,0.0,0.0,0.0,0.0
17,4,0,0,2,0,2,1,1,0,1,0.08823529411764705,0.0,0.0,-1.0,0.0,0.0,0.5454545454545454,0.7952069716775599,1.0
18,2,0,0,2,0,1,1,1,0,8,0.08823529411764705,0.06642066420664207,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
19,2,0,0,2,0,1,1,1,0,8,0.08823529411764705,0.06642066420664207,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
14,2,0,0,2,0,1,1,1,0,9,0.08823529411764705,0.05166051660516605,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
15,2,0,0,2,0,1,1,1,0,9,0.08823529411764705,0.05166051660516605,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
16,4,0,0,2,0,3,1,1,0,1,0.08823529411764705,0.01845018450184502,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
11,4,0,0,3,0,1,1,1,0,1,0.11764705882352941,0.0996309963099631,0.0,-0.08333333333333337,0.0,0.0,0.0,0.0,0.0
10,4,0,0,3,1,1,5,2,0,1,0.08823529411764705,0.05166051660516605,0.0,-1.0,1.0,0.5,0.0,0.0,0.0
12,4,0,0,3,2,1,6,2,0,1,0.08823529411764705,0.014760147601476013,0.0,-1.0,0.4875,0.557142857142857,0.0,0.0,0.0
11,4,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.24354243542435422,0.0,-0.09375,0.0,0.0,0.0,0.0,0.0
11,4,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.25461254612546125,0.0,-0.09375,0.0,0.0,0.0,0.0,0.0
12,4,0,0,3,2,1,6,2,0,1,0.08823529411764705,0.014760147601476013,0.0,-1.0,0.4875,0.557142857142857,0.0,0.0,0.0
13,4,0,3,5,0,1,7,2,0,1,0.08823529411764705,0.04059040590405904,0.0,-1.0,0.0,0.2785714285714285,0.0,0.0,0.0
11,2,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.12177121771217712,0.0,-0.125,0.0,0.0,0.0,0.0,0.0
13,4,0,3,5,0,1,7,2,0,1,0.08823529411764705,0.03690036900369004,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
11,4,0,3,3,0,1,1,1,0,1,0.08823529411764705,0.7675276752767527,0.5,-0.09375,0.0,0.0,0.0,0.0,0.0
13,4,0,0,5,0,1,7,2,0,1,0.08823529411764705,0.0959409594095941,0.0,-1.0,0.24375,0.2785714285714285,0.0,0.0,0.0
11,4,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.3099630996309963,0.0,-0.09375,0.0,0.0,0.0,0.0,0.0
11,4,0,3,3,0,1,1,1,0,1,0.08823529411764705,0.18819188191881916,0.0,-0.09375,0.0,0.0,0.0,0.0,0.0
20,4,0,0,3,0,5,1,1,0,1,0.08823529411764705,0.08487084870848709,0.25,-0.11458333333333337,0.0,0.0,0.2727272727272728,0.3159041394335512,0.2026431718061674
21,4,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.08487084870848709,0.25,-0.11458333333333337,0.0,0.0,0.2727272727272728,0.0,0.0
11,4,0,3,3,0,1,1,1,0,1,0.08823529411764705,0.07011070110701106,0.0,-0.09375,0.0,0.0,0.0,0.0,0.0
11,4,0,3,3,0,1,1,1,0,1,0.08823529411764705,0.055350553505535055,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11,4,0,3,3,0,1,1,1,0,1,0.08823529411764705,0.04428044280442805,0.0,0.96875,0.0,0.0,0.0,0.0,0.0
11,4,0,3,3,0,1,1,1,0,1,0.08823529411764705,0.04059040590405904,0.0,0.96875,0.0,0.0,0.0,0.0,0.0
11,4,0,3,5,0,1,1,1,0,1,0.08823529411764705,0.12177121771217712,0.0,-0.09375,0.0,0.0,0.0,0.0,0.0
20,4,0,0,3,0,5,1,1,0,1,0.08823529411764705,0.06273062730627306,0.25,-0.11458333333333337,0.0,0.0,0.2727272727272728,0.514161220043573,0.2026431718061674
21,4,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.06273062730627306,0.25,-0.11458333333333337,0.0,0.0,0.2727272727272728,0.0,0.0
11,4,0,0,5,0,5,1,1,0,1,0.08823529411764705,0.0996309963099631,0.0,-0.125,0.0,0.0,0.2727272727272728,0.41830065359477125,0.11894273127753303
17,4,0,0,2,0,5,1,2,0,1,0.08823529411764705,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.9118942731277533
18,2,0,0,2,0,1,1,1,0,8,0.08823529411764705,0.09225092250922509,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
19,2,0,0,2,0,1,1,1,0,8,0.08823529411764705,0.09225092250922509,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
11,3,0,3,3,0,1,1,1,0,1,0.08823529411764705,0.8007380073800737,1.0,-0.125,0.0,0.0,0.0,0.0,0.0
20,4,0,0,5,0,5,1,1,0,1,0.08823529411764705,0.025830258302583026,0.0,-1.0,0.0,0.0,0.0,0.11328976034858387,0.18502202643171806
21,2,0,0,5,0,1,1,1,0,1,0.08823529411764705,0.025830258302583026,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
11,2,0,0,5,0,1,1,1,0,1,0.08823529411764705,0.4095940959409594,0.0,-0.125,0.0,0.0,0.0,0.0,0.0
20,4,0,0,5,0,5,1,1,0,1,0.08823529411764705,0.025830258302583026,0.0,-1.0,0.0,0.0,0.0,0.10675381263616558,0.18502202643171806
21,2,0,0,5,0,1,1,1,0,1,0.08823529411764705,0.025830258302583026,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
11,4,0,3,3,0,1,1,1,0,1,0.08823529411764705,0.3099630996309963,0.25,-0.125,0.0,0.0,0.0,0.0,0.0
11,4,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.33579335793357934,0.25,-0.125,0.0,0.0,0.0,0.0,0.0
11,4,0,0,5,0,1,1,1,0,1,0.08823529411764705,0.2103321033210332,0.0,-0.125,0.0,0.0,0.0,0.0,0.0
14,4,0,0,2,0,1,1,1,0,9,0.08823529411764705,0.07011070110701106,0.0,-0.125,0.24375,0.2785714285714285,0.0,0.0,0.0
15,4,0,0,2,0,1,1,1,0,9,0.08823529411764705,0.07011070110701106,0.0,-0.125,0.24375,0.2785714285714285,0.0,0.0,0.0
16,4,0,0,2,0,3,1,1,0,1,0.08823529411764705,0.003690036900369003,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,3,0,6,0,1,1,1,0,1,0.8823529411764706,0.07042253521126761,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
2,4,0,0,2,0,1,1,1,0,1,1.0,0.11971830985915495,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
3,4,0,0,2,0,3,1,1,0,1,0.1764705882352941,0.1267605633802817,0.0,-1.0,0.9565217391304348,0.0,0.5882352941176471,0.0,0.0
4,4,3,0,2,0,2,1,1,0,1,0.2941176470588235,0.0,0.0,-1.0,0.0,0.0,0.3529411764705882,0.8085758039816233,0.09386733416770963
5,2,0,0,2,0,1,1,1,0,1,0.4117647058823529,0.02112676056338028,0.0,-1.0,1.0,1.0,0.3529411764705882,0.0,0.0
6,2,0,0,5,0,1,1,1,0,1,0.08823529411764705,0.04225352112676056,0.0,-1.0,0.0,0.0,0.3529411764705882,0.0,0.0
7,2,0,0,2,0,1,1,1,0,1,0.4117647058823529,0.02816901408450704,0.3333333333333333,-1.0,1.0,1.0,0.3529411764705882,0.0,0.0
8,2,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.6408450704225352,0.0,1.0,0.0,0.0,0.3529411764705882,0.0,0.0
9,2,0,0,2,0,1,1,1,0,1,0.4117647058823529,0.09154929577464789,0.0,-1.0,1.0,0.43478260869565216,0.3529411764705882,0.0,0.0
10,2,0,0,3,2,1,5,2,0,1,0.08823529411764705,0.00704225352112676,0.0,-1.0,0.5217391304347826,0.5217391304347826,0.3529411764705882,0.0,0.0
11,2,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.31690140845070425,0.0,1.0,0.0,0.0,0.3529411764705882,0.0,0.0
11,2,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.30281690140845074,0.3333333333333333,1.0,0.0,0.0,0.3529411764705882,0.0,0.0
10,2,0,0,3,2,1,5,2,0,1,0.08823529411764705,0.04225352112676056,0.0,-1.0,0.5217391304347826,0.5217391304347826,0.3529411764705882,0.0,0.0
11,2,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.8873239436619719,1.0,1.0,0.0,0.0,0.3529411764705882,0.0,0.0
10,2,0,0,3,2,1,5,2,0,1,0.08823529411764705,0.02816901408450704,0.0,-1.0,0.5217391304347826,0.5217391304347826,0.3529411764705882,0.0,0.0
11,2,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.4859154929577465,0.0,1.0,0.0,0.0,0.3529411764705882,0.0,0.0
12,2,0,0,3,3,1,6,2,0,1,0.08823529411764705,0.02112676056338028,0.0,-1.0,0.0,0.0,0.3529411764705882,0.0,0.0
11,2,0,0,3,3,1,1,1,0,1,0.08823529411764705,0.25352112676056343,0.0,1.0,0.0,0.0,0.3529411764705882,0.0,0.0
12,2,0,0,3,3,1,6,2,0,1,0.08823529411764705,0.02112676056338028,0.0,-1.0,0.0,0.0,0.3529411764705882,0.0,0.0
11,2,0,0,3,3,1,1,1,0,1,0.08823529411764705,0.3098591549295775,0.0,1.0,0.0,0.0,0.3529411764705882,0.0,0.0
10,2,0,0,3,2,1,5,2,0,1,0.08823529411764705,0.014084507042253521,0.0,-1.0,0.5217391304347826,0.5217391304347826,0.3529411764705882,0.0,0.0
11,2,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.19014084507042253,0.3333333333333333,1.0,0.0,0.0,0.3529411764705882,0.0,0.0
10,2,0,0,3,2,1,5,2,0,1,0.08823529411764705,0.02112676056338028,0.0,-1.0,0.5217391304347826,0.5217391304347826,0.3529411764705882,0.0,0.0
12,2,0,0,3,3,1,6,2,0,1,0.08823529411764705,0.035211267605633804,0.0,-1.0,0.0,0.0,0.3529411764705882,0.0,0.0
11,2,0,0,3,0,1,1,1,0,1,0.08823529411764705,1.0,0.0,1.0,0.0,0.0,0.3529411764705882,0.0,0.0
12,2,0,0,3,3,1,6,2,0,1,0.08823529411764705,0.035211267605633804,0.0,-1.0,0.0,0.0,0.3529411764705882,0.0,0.0
11,2,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.4366197183098592,0.0,1.0,0.0,0.0,0.3529411764705882,0.0,0.0
10,2,0,0,3,2,1,5,2,0,1,0.08823529411764705,0.02112676056338028,0.0,-1.0,0.5217391304347826,0.5217391304347826,0.3529411764705882,0.0,0.0
12,2,0,0,3,3,1,6,2,0,1,0.08823529411764705,0.014084507042253521,0.0,-1.0,0.0,0.0,0.3529411764705882,0.0,0.0
11,2,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.18309859154929578,0.3333333333333333,1.0,0.0,0.0,0.3529411764705882,0.0,0.0
17,2,0,0,2,0,5,1,1,0,1,0.08823529411764705,0.0,0.0,-1.0,0.0,0.0,0.3529411764705882,0.34762633996937214,0.18898623279098872
18,2,0,0,2,0,1,1,2,0,1,0.08823529411764705,0.06338028169014086,0.0,-1.0,0.0,0.0,0.3529411764705882,0.0,0.0
19,3,0,0,2,0,1,1,2,0,1,0.08823529411764705,0.06338028169014086,0.0,-1.0,0.0,0.0,0.3529411764705882,0.0,0.0
13,2,0,0,3,4,1,7,2,0,1,0.08823529411764705,0.00704225352112676,0.0,-1.0,0.0,0.0,0.3529411764705882,0.0,0.0
11,2,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.08450704225352114,0.0,1.0,0.0,0.0,0.3529411764705882,0.0,0.0
17,2,0,0,2,0,5,1,1,0,1,0.08823529411764705,0.0,0.0,-1.0,0.0,0.0,0.3529411764705882,0.9264931087289434,0.3078848560700876
18,2,0,0,2,0,1,1,2,0,1,0.08823529411764705,0.056338028169014086,0.0,-1.0,0.0,0.0,0.3529411764705882,0.0,0.0
19,3,0,0,2,0,1,1,2,0,1,0.08823529411764705,0.056338028169014086,0.0,-1.0,0.0,0.0,0.3529411764705882,0.0,0.0
13,2,0,0,3,4,1,7,2,0,1,0.08823529411764705,0.00704225352112676,0.0,-1.0,0.0,0.0,0.3529411764705882,0.0,0.0
11,2,0,0,3,0,1,1,1,0,1,0.08823529411764705,0.08450704225352114,0.0,1.0,0.0,0.0,0.3529411764705882,0.0,0.0
17,2,0,0,2,0,5,1,1,0,1,0.08823529411764705,0.0,0.0,-1.0,0.0,0.0,0.3529411764705882,1.0,0.5056320400500626
18,2,0,0,2,0,1,1,2,0,1,0.08823529411764705,0.056338028169014086,0.0,-1.0,0.0,0.0,0.3529411764705882,0.0,0.0
19,3,0,0,2,0,1,1,2,0,1,0.08823529411764705,0.056338028169014086,0.0,-1.0,0.0,0.0,0.3529411764705882,0.0,0.0
