label,fontcolor,bold,italic,alignment,outlinelevel,wordobjecttype,imarkerstype,imarkerspos,punctuation,keyword,fontsize,characount,sentencount,firstlineindent,spacebefore,spaceafter,linespacing,wordobjectwidth,wordobjectheight
3,4,3,0,3,0,1,1,2,0,1,0.2727272727272727,0.0,0.0,0.6507276507276507,0.0,0.0,0.5,0.0,0.0
4,3,0,0,3,0,1,1,1,0,1,0.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,0.0,0.0
3,4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.01652892561983471,0.0,0.6507276507276507,1.0,1.0,1.0,0.0,0.0
15,4,0,0,3,0,1,5,2,0,1,0.0,0.01652892561983471,0.0,1.0,1.0,1.0,1.0,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,0.26033057851239666,0.0,1.0,1.0,1.0,1.0,0.0,0.0
15,4,0,0,3,0,1,5,2,0,1,0.0,0.01652892561983471,0.0,1.0,1.0,1.0,1.0,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,0.40082644628099173,0.2,1.0,1.0,1.0,1.0,0.0,0.0
15,2,0,0,3,0,1,5,2,0,1,0.0,0.04132231404958678,0.0,1.0,1.0,1.0,1.0,0.0,0.0
4,2,0,0,3,0,1,1,1,0,1,0.0,0.19008264462809915,0.0,1.0,1.0,1.0,1.0,0.0,0.0
4,2,0,0,3,0,1,1,1,0,1,0.0,0.07024793388429752,0.0,1.0,1.0,1.0,1.0,0.0,0.0
3,4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.0371900826446281,0.0,0.6507276507276507,1.0,1.0,1.0,0.0,0.0
15,4,0,0,3,0,1,5,2,0,1,0.0,0.02066115702479339,0.0,1.0,1.0,1.0,1.0,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,0.2933884297520661,0.4000000000000001,1.0,1.0,1.0,1.0,0.0,0.0
15,4,0,0,3,0,1,5,2,0,1,0.0,0.02066115702479339,0.0,1.0,1.0,1.0,1.0,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,0.06198347107438017,0.0,1.0,1.0,1.0,1.0,0.0,0.0
15,4,0,0,3,0,1,5,2,0,1,0.0,0.008264462809917356,0.0,1.0,1.0,1.0,1.0,0.0,0.0
4,2,0,0,3,0,1,1,1,0,1,0.0,0.3305785123966942,0.0,1.0,1.0,1.0,1.0,0.0,0.0
3,4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.03305785123966942,0.0,0.6507276507276507,1.0,1.0,1.0,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,0.16942148760330578,0.0,1.0,1.0,1.0,1.0,0.0,0.0
5,4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.01652892561983471,0.0,0.6507276507276507,1.0,1.0,1.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.39669421487603307,0.0,0.6507276507276507,1.0,1.0,1.0,0.0,0.0
6,4,0,0,3,0,1,1,1,0,1,0.0,0.35537190082644626,0.2,0.6507276507276507,1.0,1.0,1.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.243801652892562,0.0,0.6507276507276507,1.0,1.0,1.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.21487603305785125,0.2,0.6507276507276507,1.0,1.0,1.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.16942148760330578,0.2,0.6507276507276507,1.0,1.0,1.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.243801652892562,0.0,0.6507276507276507,1.0,1.0,1.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.19834710743801653,0.0,0.6507276507276507,1.0,1.0,1.0,0.0,0.0
6,4,0,0,5,0,1,4,2,0,1,0.0,0.3264462809917355,0.0,0.6507276507276507,1.0,1.0,1.0,0.0,0.0
6,4,0,0,5,0,1,4,2,0,1,0.0,0.2272727272727273,0.0,0.6507276507276507,1.0,1.0,1.0,0.0,0.0
6,2,0,0,5,0,1,4,2,0,1,0.0,0.20661157024793386,0.0,0.6507276507276507,0.0,0.0,0.0,0.0,0.0
6,3,0,0,5,0,1,4,2,0,1,0.0,0.2727272727272727,0.2,0.6507276507276507,0.0,0.0,0.0,0.0,0.0
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,3,0,1,1,1,0,1,1.0,0.11071428571428571,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
2,2,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.14285714285714288,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
3,2,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.017857142857142856,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
4,3,0,0,5,0,1,1,1,0,1,0.0,1.0,1.0000000000000002,1.0,0.0,0.0,1.0,0.0,0.0
3,2,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.028571428571428567,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
4,4,0,0,5,0,1,1,1,0,1,0.0,0.11785714285714285,0.2,1.0,0.0,0.0,1.0,0.0,0.0
4,4,0,0,5,0,1,1,1,0,1,0.0,0.08928571428571429,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4,4,0,0,5,0,1,1,1,0,1,0.0,0.11071428571428571,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
4,4,0,0,5,0,1,1,1,0,1,0.0,0.06428571428571428,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
4,4,0,0,5,0,1,1,1,0,1,0.0,0.06071428571428571,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
17,2,0,0,3,0,1,1,1,0,1,0.2727272727272727,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
3,2,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.039285714285714285,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
4,2,0,0,3,1,1,1,1,0,1,0.0,0.18214285714285716,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4,3,0,0,3,1,1,1,1,0,1,0.0,0.16785714285714287,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4,4,0,0,5,0,1,1,1,0,1,0.0,0.09285714285714285,0.0,0.5,0.0,0.0,1.0,0.0,0.0
4,4,0,0,5,0,1,1,1,0,1,0.0,0.13571428571428573,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,2,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.03571428571428571,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,0.12499999999999999,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
5,2,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.021428571428571425,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.19642857142857142,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.17142857142857143,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.22857142857142856,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.18571428571428572,0.2,-1.0,0.0,0.0,1.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.2392857142857143,0.2,-1.0,0.0,0.0,1.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.17500000000000002,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.2,0.2,-1.0,0.0,0.0,1.0,0.0,0.0
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,3,0,1,1,1,0,1,1.0,0.09905660377358491,0.0,-0.2075471698113207,0.0,0.0,0.0,0.0,0.0
2,4,3,0,2,0,1,1,1,0,1,0.2727272727272727,0.15566037735849056,0.0,-0.2075471698113207,0.0,0.0,0.0,0.0,0.0
3,4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.0,0.0,-0.2075471698113207,0.0,0.0,1.0,0.0,0.0
15,4,3,0,3,0,1,6,2,0,1,0.0,0.03301886792452831,0.0,0.8490566037735849,0.0,0.0,1.0,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,0.9009433962264151,1.0000000000000002,0.8490566037735849,0.0,0.0,0.0,0.0,0.0
15,4,3,0,3,0,1,6,2,0,1,0.0,0.04245283018867925,0.0,0.8490566037735849,0.0,0.0,1.0,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,1.0,0.6000000000000001,-0.2075471698113207,0.0,0.0,0.0,0.0,0.0
3,4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.009433962264150945,0.0,-0.2075471698113207,0.0,0.0,0.5999999999999996,0.0,0.0
15,4,3,0,5,0,1,6,2,0,1,0.0,0.018867924528301886,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,0.11320754716981132,0.0,0.7333333333333334,0.0,0.0,0.0,0.0,0.0
15,4,3,0,5,0,1,1,1,0,1,0.0,0.023584905660377357,0.0,0.8540880503144657,0.0,0.0,1.0,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,0.5754716981132074,0.4000000000000001,0.7333333333333334,0.0,0.0,0.0,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,0.1792452830188679,0.0,-0.2075471698113207,0.0,0.0,1.0,0.0,0.0
3,4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.03301886792452831,0.0,-0.2075471698113207,0.0,0.0,1.0,0.0,0.0
4,4,0,0,5,0,1,1,1,0,1,0.0,0.05188679245283019,0.0,-0.2075471698113207,0.0,0.0,1.0,0.0,0.0
4,4,0,0,5,0,1,1,1,0,1,0.0,0.23113207547169812,0.0,-0.2075471698113207,0.0,0.0,1.0,0.0,0.0
3,4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.028301886792452827,0.0,-0.2075471698113207,0.0,0.0,1.0,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,0.1509433962264151,0.0,-0.2075471698113207,0.0,0.0,0.0,0.0,0.0
5,4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.009433962264150945,0.0,-0.2075471698113207,0.0,0.0,1.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.09433962264150944,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.16037735849056603,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.2169811320754717,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.1509433962264151,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.18867924528301885,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.2169811320754717,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.25471698113207547,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.21226415094339623,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.18396226415094338,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.1650943396226415,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,5,0,1,1,1,0,1,1.0,0.3218390804597701,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
2,2,3,0,2,0,1,1,1,0,1,0.2727272727272727,0.3563218390804598,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
3,2,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.04597701149425287,0.0,-1.0,0.0,0.0,0.5,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,0.6666666666666666,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
3,2,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.1149425287356322,0.0,-1.0,1.0,0.0,0.0,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,0.39080459770114945,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,4,0,0,5,0,1,1,1,0,1,0.0,0.10344827586206896,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
3,4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.16091954022988508,0.0,-1.0,1.0,0.0,0.0,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,0.4252873563218391,0.0,-1.0,1.0,0.0,1.0,0.0,0.0
17,3,0,0,3,0,1,1,1,0,1,0.2727272727272727,0.0,0.0,-1.0,0.0,0.0,0.5,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3,4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.1149425287356322,0.0,-1.0,1.0,0.0,0.0,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,0.3218390804597701,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
5,4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.10344827586206896,0.0,-1.0,1.0,0.0,0.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.5632183908045977,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.4827586206896552,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.7701149425287356,0.3333333333333333,-1.0,0.0,0.0,0.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.47126436781609193,0.3333333333333333,-1.0,0.0,0.0,0.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.41379310344827586,0.6666666666666667,-1.0,0.0,0.0,0.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.6551724137931034,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.5862068965517241,0.3333333333333333,-1.0,0.0,0.0,0.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.39080459770114945,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,2,0,1,1,1,0,1,1.0,0.08171206225680934,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
2,4,3,0,2,0,1,1,1,0,1,0.2727272727272727,0.1284046692607004,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
3,4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.011673151750972763,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,0.4552529182879378,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.019455252918287938,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
4,4,0,0,5,0,1,1,1,0,1,0.0,0.575875486381323,1.0,1.0,0.0,0.0,1.0,0.0,0.0
17,4,0,0,2,0,5,1,1,0,1,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0
19,4,0,0,2,0,1,1,1,0,8,0.0,0.027237354085603113,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3,4,3,0,3,0,1,1,2,0,1,0.2727272727272727,0.0311284046692607,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
15,4,0,0,3,0,1,6,2,0,1,0.0,0.038910505836575876,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
4,3,0,0,3,0,1,1,1,0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
15,2,0,0,3,0,1,6,2,0,1,0.0,0.023346303501945526,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
16,2,0,0,3,0,1,1,1,0,1,0.0,0.04669260700389105,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
4,2,0,0,3,0,1,1,1,0,1,0.0,0.1245136186770428,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
16,2,0,0,3,0,1,1,1,0,1,0.0,0.038910505836575876,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,0.4046692607003891,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
16,2,0,0,3,0,1,1,1,0,1,0.0,0.04669260700389105,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
4,2,0,0,3,0,1,1,1,0,1,0.0,0.30739299610894943,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
16,2,0,0,3,0,1,1,1,0,1,0.0,0.042801556420233464,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
4,2,0,0,3,0,1,1,1,0,1,0.0,0.17120622568093385,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
16,2,0,0,3,0,1,1,1,0,1,0.0,0.04669260700389105,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
4,2,0,0,3,0,1,1,1,0,1,0.0,0.08949416342412451,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15,4,0,0,3,0,1,1,1,0,1,0.0,0.0311284046692607,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,0.5875486381322957,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
3,4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.03501945525291829,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,0.3735408560311284,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,4,3,0,3,0,1,1,2,0,10,0.2727272727272727,0.011673151750972763,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.16731517509727625,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.16342412451361868,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.17509727626459146,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
7,4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.1906614785992218,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
9,4,3,0,3,0,1,1,1,0,1,0.0,0.1906614785992218,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,0.07782101167315175,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,3,0,2,0,1,1,1,0,1,1.0,0.04573804573804574,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
2,4,3,0,2,0,1,1,1,0,1,0.2727272727272727,0.06652806652806653,0.0,0.02451612903225797,0.0,0.0,0.0,0.0,0.0
3,4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.0,0.0,0.02451612903225797,0.0,0.0,1.0,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,1.0000000000000002,0.9999999999999999,0.24748387096774185,0.0,0.0,1.0,0.0,0.0
3,4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.004158004158004158,0.0,0.02451612903225797,0.0,0.0,1.0,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,0.07276507276507277,0.0,0.02451612903225797,0.0,0.0,1.0,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,0.19126819126819128,0.0,0.24129032258064506,0.0,0.0,1.0,0.0,0.0
17,4,0,0,3,0,5,1,1,0,1,0.0,0.004158004158004158,0.0,0.5664516129032258,0.0,0.0,1.0,1.0,1.0
19,4,0,0,3,0,1,1,1,0,8,0.0,0.04781704781704782,0.0,0.9999999999999999,0.0,0.0,1.0,0.0,0.0
3,4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.014553014553014554,0.0,0.02451612903225797,0.0,0.0,1.0,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,0.11226611226611227,0.0,0.24748387096774185,0.0,0.0,1.0,0.0,0.0
3,4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.012474012474012475,0.0,0.02451612903225797,0.0,0.0,1.0,0.0,0.0
4,4,0,0,3,0,1,1,1,0,1,0.0,0.0997920997920998,0.0,0.02451612903225797,0.0,0.0,1.0,0.0,0.0
5,4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.004158004158004158,0.0,0.02451612903225797,0.0,0.0,1.0,0.0,0.0
6,4,0,0,3,0,1,4,2,0,1,0.0,0.09563409563409564,0.0,0.02451612903225797,0.0,0.0,1.0,0.0,0.0
