fontcolor,bold,italic,alignment,outlinelevel,wordobjecttype,imarkerstype,imarkerspos,punctuation,keyword,fontsize,characount,sentencount,firstlineindent,spacebefore,spaceafter,linespacing,wordobjectwidth,wordobjectheight
4,0,0,3,0,1,5,2,0,1,0.0,0.019607843137254905,0.0,0.9764705882352942,0.0,0.0,0.33333333333333326,0.0,0.0
4,0,0,3,0,1,1,1,0,1,0.0,0.5784313725490197,0.0,0.9764705882352942,0.0,0.0,0.33333333333333326,0.0,0.0
4,0,0,3,0,1,5,2,0,1,0.0,0.0,0.0,0.9764705882352942,0.0,0.0,0.33333333333333326,0.0,0.0
4,0,0,3,0,1,1,1,0,1,0.0,0.10294117647058823,0.0,0.9764705882352942,0.0,0.0,0.33333333333333326,0.0,0.0
4,0,0,3,0,1,5,2,0,1,0.0,0.0,0.0,0.9764705882352942,0.0,0.0,0.33333333333333326,0.0,0.0
4,0,0,3,0,1,1,1,0,1,0.0,0.25,0.3333333333333333,0.9764705882352942,0.0,0.0,0.33333333333333326,0.0,0.0
4,0,0,3,0,1,5,2,0,1,0.0,0.0,0.0,0.9764705882352942,0.0,0.0,0.33333333333333326,0.0,0.0
4,0,0,3,0,1,1,1,0,1,0.0,0.06372549019607843,0.0,1.0,0.0,0.0,0.33333333333333326,0.0,0.0
4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.0392156862745098,0.0,-1.0,0.0,0.0,0.33333333333333326,0.0,0.0
4,0,0,3,0,1,1,1,0,1,0.0,0.1323529411764706,0.0,-1.0,0.0,0.0,0.33333333333333326,0.0,0.0
4,3,0,3,0,1,1,2,0,10,0.2727272727272727,0.00980392156862745,0.0,-1.0,0.0,0.0,0.33333333333333326,0.0,0.0
4,0,0,5,0,1,4,2,0,1,0.0,0.28431372549019607,0.3333333333333333,-1.0,0.0,0.0,0.41666666666666674,0.0,0.0
4,0,0,3,0,1,4,2,0,1,0.0,0.18137254901960784,0.0,-1.0,0.0,0.0,0.41666666666666674,0.0,0.0
4,0,0,3,0,1,4,2,0,1,0.0,0.3137254901960784,0.0,-1.0,0.0,0.0,0.41666666666666674,0.0,0.0
4,0,0,3,0,1,4,2,0,1,0.0,0.3088235294117647,0.0,-1.0,0.0,0.0,0.41666666666666674,0.0,0.0
4,0,0,3,0,1,4,2,0,1,0.0,0.2892156862745098,0.0,-1.0,0.0,0.0,0.41666666666666674,0.0,0.0
4,0,0,3,0,1,4,2,0,1,0.0,0.2696078431372549,0.0,-1.0,0.0,0.0,0.41666666666666674,0.0,0.0
4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.22058823529411764,0.0,-1.0,0.0,0.0,0.33333333333333326,0.0,0.0
4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.22058823529411764,0.0,-1.0,0.0,0.0,0.33333333333333326,0.0,0.0
4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.22058823529411764,0.0,-1.0,0.0,0.0,0.33333333333333326,0.0,0.0
4,3,0,3,0,1,1,1,0,1,0.0,0.22058823529411764,0.0,-1.0,0.0,0.0,0.33333333333333326,0.0,0.0
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,0,0,2,0,1,1,1,0,1,1.0,0.09411764705882353,0.0,-1.0,0.0,0.0,0.8208955223880597,0.0,0.0
4,3,0,2,0,1,1,1,0,1,0.0,0.18823529411764706,0.0,0.6507276507276507,0.0,0.0,0.6417910447761194,0.0,0.0
4,3,0,3,0,1,1,2,0,1,0.2727272727272727,0.011764705882352941,0.0,0.6507276507276507,0.0,0.0,0.8208955223880597,0.0,0.0
4,0,0,3,0,1,5,2,0,1,0.0,0.023529411764705882,0.0,0.3513513513513513,0.0,0.0,0.8208955223880597,0.0,0.0
3,0,0,5,0,1,1,1,0,1,0.0,1.0,0.6666666666666667,1.0,0.0,0.0,0.8208955223880597,0.0,0.0
4,0,0,3,0,1,5,2,0,1,0.0,0.052941176470588235,0.0,0.3513513513513513,0.0,0.0,0.8208955223880597,0.0,0.0
4,0,0,5,0,1,1,1,0,1,0.0,0.6705882352941177,0.3333333333333333,0.6507276507276507,0.0,0.0,0.8208955223880597,0.0,0.0
4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.03529411764705882,0.0,0.6507276507276507,0.0,0.0,0.8208955223880597,0.0,0.0
4,0,0,3,0,1,5,2,0,1,0.0,0.023529411764705882,0.0,0.3513513513513513,0.0,0.0,0.0,0.0,0.0
4,0,0,3,0,1,1,1,0,1,0.0,0.5705882352941176,0.3333333333333333,0.6507276507276507,0.0,0.0,0.6417910447761194,0.0,0.0
4,0,0,3,0,1,5,2,0,1,0.0,0.023529411764705882,0.0,0.3513513513513513,0.0,0.0,0.0,0.0,0.0
4,0,0,3,0,1,1,1,0,1,0.0,0.49411764705882355,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0
4,0,0,3,0,1,1,1,0,1,0.0,0.45882352941176474,0.6666666666666667,0.6507276507276507,0.0,0.0,0.8208955223880597,0.0,0.0
4,0,0,3,0,1,5,2,0,1,0.0,0.023529411764705882,0.0,0.3513513513513513,0.0,0.0,0.8208955223880597,0.0,0.0
4,0,0,3,0,1,1,1,0,1,0.2727272727272727,0.0,0.0,0.6507276507276507,0.0,0.0,0.8208955223880597,0.0,0.0
4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.06470588235294117,0.0,0.6507276507276507,0.0,0.0,0.8208955223880597,0.0,0.0
4,0,0,3,0,1,5,2,0,1,0.0,0.03529411764705882,0.0,0.6507276507276507,0.0,0.0,0.0,0.0,0.0
4,0,0,3,0,1,5,2,0,1,0.0,0.029411764705882353,0.0,0.3513513513513513,0.0,0.0,0.0,0.0,0.0
4,0,0,3,0,1,1,1,0,1,0.0,0.06470588235294117,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4,0,0,3,0,1,5,2,0,1,0.0,0.023529411764705882,0.0,0.3513513513513513,0.0,0.0,0.0,0.0,0.0
4,0,0,3,0,1,1,1,0,1,0.0,0.07647058823529412,0.0,0.6507276507276507,0.0,0.0,0.8208955223880597,0.0,0.0
4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.0588235294117647,0.0,0.6507276507276507,0.0,0.0,0.8208955223880597,0.0,0.0
4,0,0,3,0,1,1,1,0,1,0.0,0.1411764705882353,0.0,1.0,0.0,0.0,0.8208955223880597,0.0,0.0
4,3,0,3,0,1,1,2,0,10,0.2727272727272727,0.023529411764705882,0.0,0.6507276507276507,0.0,0.0,0.8208955223880597,0.0,0.0
3,0,0,3,0,1,1,1,0,1,0.0,0.4235294117647059,0.0,0.3014553014553014,0.0,0.0,0.8208955223880597,0.0,0.0
3,0,0,3,0,1,1,1,0,1,0.0,0.35294117647058826,0.0,0.6507276507276507,0.0,0.0,0.8208955223880597,0.0,0.0
4,0,0,3,0,1,1,1,0,1,0.0,0.2882352941176471,0.3333333333333333,0.6507276507276507,0.0,0.0,0.8208955223880597,0.0,0.0
3,0,0,3,0,1,4,2,0,1,0.0,0.3058823529411765,0.3333333333333333,0.6507276507276507,0.0,0.0,0.8208955223880597,0.0,0.0
4,0,0,3,0,1,1,1,0,1,0.0,0.4294117647058824,0.3333333333333333,0.6507276507276507,0.0,0.0,0.8208955223880597,0.0,0.0
4,0,0,3,0,1,1,1,0,1,0.0,0.2823529411764706,0.6666666666666667,0.6507276507276507,0.0,0.0,0.8208955223880597,0.0,0.0
4,0,0,3,0,1,1,1,0,1,0.0,0.21176470588235294,0.6666666666666667,0.6507276507276507,0.0,0.0,0.8208955223880597,0.0,0.0
4,0,0,3,0,1,1,1,0,1,0.0,0.25882352941176473,0.6666666666666667,0.6507276507276507,0.0,0.0,0.8208955223880597,0.0,0.0
4,0,0,3,0,1,4,2,0,1,0.0,0.8117647058823529,1.0,0.6507276507276507,0.0,0.0,0.8208955223880597,0.0,0.0
3,0,0,3,0,1,4,2,0,1,0.0,0.9941176470588236,0.6666666666666667,0.6507276507276507,0.0,0.0,0.8208955223880597,0.0,0.0
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,0,0,2,0,1,1,1,0,1,1.0,0.054187192118226604,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
2,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.21674876847290642,0.0,0.6204081632653062,0.0,0.0,0.0,0.0,0.0
3,3,0,3,0,1,1,2,0,1,0.2727272727272727,0.004926108374384236,0.0,0.253061224489796,0.0,0.0,1.0,0.0,0.0
2,0,0,3,0,1,1,1,0,1,0.0,1.0,1.0,0.9632653061224491,0.0,0.0,0.0,0.0,0.0
2,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.02463054187192118,0.0,0.6204081632653062,0.0,0.0,1.0,0.0,0.0
2,0,0,3,0,1,1,1,0,1,0.0,0.054187192118226604,0.0,1.0000000000000002,0.0,0.0,1.0,0.0,0.0
3,3,0,3,0,1,5,2,0,1,0.0,0.02463054187192118,0.0,0.9632653061224491,0.0,0.0,1.0,0.0,0.0
3,3,0,3,0,1,5,2,0,1,0.0,0.034482758620689655,0.0,0.9632653061224491,0.0,0.0,1.0,0.0,0.0
3,3,0,3,0,1,5,2,0,1,0.0,0.01477832512315271,0.0,0.9632653061224491,0.0,0.0,1.0,0.0,0.0
3,3,0,3,0,1,5,2,0,1,0.0,0.01477832512315271,0.0,0.9632653061224491,0.0,0.0,1.0,0.0,0.0
2,3,0,3,0,2,1,1,0,1,0.2727272727272727,0.0,0.0,0.6204081632653062,0.0,0.0,1.0,1.0,1.0
2,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.04926108374384236,0.0,0.6204081632653062,0.0,0.0,1.0,0.0,0.0
2,0,0,3,0,1,5,2,0,1,0.0,0.04433497536945813,0.0,0.6204081632653062,0.0,0.0,1.0,0.0,0.0
2,0,0,3,0,1,1,1,0,1,0.0,0.019704433497536943,0.0,0.9632653061224491,0.0,0.0,1.0,0.0,0.0
2,0,0,3,0,1,5,2,0,1,0.0,0.034482758620689655,0.0,0.6204081632653062,0.0,0.0,1.0,0.0,0.0
2,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.04433497536945813,0.0,0.6204081632653062,0.0,0.0,1.0,0.0,0.0
2,0,0,3,0,1,1,1,0,1,0.0,0.17733990147783252,0.0,0.9632653061224491,0.0,0.0,1.0,0.0,0.0
2,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.02463054187192118,0.0,0.6204081632653062,0.0,0.0,1.0,0.0,0.0
2,0,0,3,0,1,4,2,0,1,0.0,0.2660098522167488,1.0,0.6204081632653062,0.0,0.0,0.0,0.0,0.0
2,0,0,3,0,1,4,2,0,1,0.0,0.28571428571428575,1.0,0.6204081632653062,0.0,0.0,0.0,0.0,0.0
2,0,0,3,0,1,4,2,0,1,0.0,0.30049261083743845,1.0,0.6204081632653062,0.0,0.0,0.0,0.0,0.0
2,0,0,3,0,1,4,2,0,1,0.0,0.2561576354679803,1.0,0.6204081632653062,0.0,0.0,0.0,0.0,0.0
2,0,0,3,0,1,4,2,0,1,0.0,0.22660098522167488,0.3333333333333333,0.6204081632653062,0.0,0.0,0.0,0.0,0.0
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,3,0,2,0,1,1,1,0,1,1.0,0.052083333333333336,0.0,-0.6677434240886018,0.0,0.0,0.0,0.0,0.0
4,3,0,5,0,1,1,1,0,1,0.2727272727272727,0.0798611111111111,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,3,0,5,0,1,1,1,0,1,0.2727272727272727,0.0,0.0,-0.6677434240886018,0.0,0.0,0.0,0.0,0.0
4,3,0,5,0,1,6,2,0,1,0.0,0.024305555555555552,0.0,-0.278264882325796,0.0,0.0,0.0,0.0,0.0
4,0,0,5,0,1,1,1,0,1,0.0,1.0,1.0000000000000002,-0.6677434240886018,0.0,0.0,0.0,0.0,0.0
4,3,0,5,0,1,6,2,0,1,0.0,0.031249999999999993,0.0,-0.278264882325796,0.0,0.0,0.0,0.0,0.0
4,0,0,5,0,1,3,2,0,1,0.0,0.013888888888888888,0.0,-0.28011075219197046,0.0,0.0,0.0,0.0,0.0
2,0,0,5,0,1,1,1,0,1,0.0,0.4826388888888889,0.4000000000000001,0.10752191970466085,0.0,0.0,0.0,0.0,0.0
4,0,0,5,0,1,3,2,0,1,0.0,0.010416666666666664,0.0,-0.28011075219197046,0.0,0.0,0.0,0.0,0.0
4,0,0,5,0,1,1,1,0,1,0.0,0.9270833333333333,0.4000000000000001,-0.28011075219197046,0.0,0.0,0.0,0.0,0.0
4,3,0,5,0,1,1,1,0,1,0.2727272727272727,0.006944444444444441,0.0,-0.6677434240886018,0.0,0.0,0.0,0.0,0.0
4,3,0,5,0,1,1,1,0,1,0.2727272727272727,0.031249999999999993,0.0,-0.6677434240886018,0.0,0.0,0.0,0.0,0.0
3,0,0,5,0,1,1,1,0,1,0.0,0.055555555555555546,0.0,-0.28011075219197046,0.0,0.0,0.0,0.0,0.0
4,3,0,5,0,1,1,1,0,1,0.2727272727272727,0.031249999999999993,0.0,-0.6677434240886018,0.0,0.0,0.0,0.0,0.0
2,0,0,5,0,1,1,1,0,1,0.0,0.1111111111111111,0.0,-0.21089063221042914,0.0,0.0,0.0,0.0,0.0
4,3,0,5,0,1,1,1,0,1,0.2727272727272727,0.031249999999999993,0.0,-0.6677434240886018,0.0,0.0,0.0,0.0,0.0
2,0,0,5,0,1,1,1,0,1,0.0,0.0798611111111111,0.0,-0.4453161052145823,0.0,0.0,0.0,0.0,0.0
3,0,0,5,0,1,5,2,0,1,0.0,0.006944444444444441,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
4,0,0,5,0,1,1,1,0,1,0.0,0.1284722222222222,0.0,-0.6677434240886018,0.0,0.0,0.0,0.0,0.0
4,0,0,5,0,1,5,2,0,1,0.0,0.013888888888888888,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
4,0,0,5,0,1,1,1,0,1,0.0,0.10069444444444445,0.0,-0.6677434240886018,0.0,0.0,0.0,0.0,0.0
4,0,0,5,0,1,5,2,0,1,0.0,0.006944444444444441,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
4,0,0,5,0,1,1,1,0,1,0.0,0.1388888888888889,0.0,-0.6677434240886018,0.0,0.0,0.0,0.0,0.0
4,0,0,5,0,1,5,2,0,1,0.0,0.0034722222222222203,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
4,0,0,5,0,1,1,1,0,1,0.0,0.09722222222222221,0.0,-0.6677434240886018,0.0,0.0,0.0,0.0,0.0
4,3,0,5,0,1,1,1,0,1,0.2727272727272727,0.024305555555555552,0.0,-0.6677434240886018,0.0,0.0,0.0,0.0,0.0
3,0,0,5,0,1,1,1,0,1,0.0,0.2638888888888889,0.0,-0.28011075219197046,0.0,0.0,1.0,0.0,0.0
4,3,0,5,0,1,1,1,0,1,0.2727272727272727,0.02083333333333333,0.0,-0.6677434240886018,0.0,0.0,0.0,0.0,0.0
4,0,0,3,0,1,1,1,0,1,0.0,0.013888888888888888,0.0,-0.28011075219197046,0.0,0.0,1.0,0.0,0.0
4,3,0,5,0,1,1,1,0,1,0.2727272727272727,0.006944444444444441,0.0,-0.6677434240886018,0.0,0.0,0.0,0.0,0.0
3,0,0,5,0,1,4,2,0,1,0.0,0.17708333333333331,0.2,-0.6677434240886018,0.0,0.0,0.0,0.0,0.0
2,0,0,5,0,1,4,2,0,1,0.0,0.13194444444444445,0.0,-0.6677434240886018,0.0,0.0,0.0,0.0,0.0
2,0,0,5,0,1,4,2,0,1,0.0,0.11805555555555555,0.4000000000000001,-0.6677434240886018,0.0,0.0,0.0,0.0,0.0
4,0,0,5,0,1,4,2,0,1,0.0,0.125,0.2,-0.6677434240886018,0.0,0.0,0.0,0.0,0.0
4,0,0,5,0,1,2,3,0,1,0.0,0.14583333333333334,0.4000000000000001,-0.6677434240886018,0.0,0.0,0.0,0.0,0.0
4,0,0,5,0,1,2,3,0,1,0.0,0.17708333333333331,0.4000000000000001,-0.6677434240886018,0.0,0.0,0.0,0.0,0.0
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,0,0,2,0,1,1,1,0,1,1.0,0.03508771929824561,0.0,0.09677419354838723,0.0,0.0,0.0,0.0,0.0
2,3,0,2,0,1,1,1,0,1,0.2727272727272727,0.11403508771929823,0.0,0.09677419354838723,0.0,0.0,0.0,0.0,0.0
4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.0,0.0,0.09677419354838723,0.0,0.0,0.5,0.0,0.0
4,0,0,3,0,1,1,1,0,1,0.0,0.9780701754385965,0.75,1.0000000000000002,0.0,0.0,0.5,0.0,0.0
3,0,0,3,0,1,1,1,0,1,0.0,1.0,1.0,1.0000000000000002,0.0,0.0,0.5,0.0,0.0
2,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.008771929824561403,0.0,0.09677419354838723,0.0,0.0,0.5,0.0,0.0
4,0,0,3,0,1,1,1,0,1,0.0,0.43421052631578944,0.25,1.0000000000000002,0.0,0.0,0.0,0.0,0.0
4,0,0,3,0,1,1,1,0,1,0.0,0.11842105263157894,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0
2,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.03070175438596491,0.0,0.09677419354838723,0.0,0.0,0.5,0.0,0.0
3,0,0,5,0,1,1,1,0,1,0.0,0.7017543859649122,0.75,1.0000000000000002,0.0,0.0,1.0,0.0,0.0
3,3,0,3,0,1,1,2,0,1,0.2727272727272727,0.017543859649122806,0.0,-1.0,0.0,0.0,0.5,0.0,0.0
4,0,0,3,0,1,1,1,0,1,0.0,0.07894736842105263,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0
2,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.008771929824561403,0.0,0.09677419354838723,0.0,0.0,0.0,0.0,0.0
4,0,0,3,0,1,4,2,0,1,0.0,0.16666666666666663,0.5,1.0000000000000002,0.0,0.0,0.0,0.0,0.0
4,0,0,3,0,1,4,2,0,1,0.0,0.15350877192982454,0.25,1.0000000000000002,0.0,0.0,0.0,0.0,0.0
4,0,0,3,0,1,4,2,0,1,0.0,0.27192982456140347,0.5,0.774193548387097,0.0,0.0,1.0,0.0,0.0
4,0,0,3,0,1,4,2,0,1,0.0,0.2324561403508772,0.25,0.09677419354838723,0.0,0.0,0.0,0.0,0.0
4,0,0,3,0,1,4,2,0,1,0.0,0.17982456140350878,0.25,1.0000000000000002,0.0,0.0,0.0,0.0,0.0
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,3,0,2,0,1,1,1,0,1,1.0,0.07179487179487179,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
4,3,0,2,0,1,1,1,0,1,0.2727272727272727,0.13846153846153847,0.0,0.6507276507276507,0.0,0.0,0.0,0.0,0.0
4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.015384615384615384,0.0,0.6507276507276507,0.0,0.0,0.0,0.0,0.0
3,0,0,3,0,1,1,1,0,1,0.0,0.6102564102564103,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.02564102564102564,0.0,0.6507276507276507,0.0,0.0,0.0,0.0,0.0
3,0,0,3,0,1,1,1,0,1,0.0,1.0,1.0,0.995010395010395,0.0,0.0,0.0,0.0,0.0
4,3,0,3,0,1,1,2,0,1,0.2727272727272727,0.041025641025641026,0.0,0.6507276507276507,0.0,0.0,0.0,0.0,0.0
4,0,0,3,0,1,1,1,0,1,0.0,0.2615384615384615,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,0,0,2,0,2,1,1,0,1,0.0,0.0,0.0,0.6507276507276507,0.0,0.0,0.0,0.9999999999999999,1.0
4,0,0,2,0,1,1,1,0,8,0.0,0.06666666666666667,0.0,0.6507276507276507,0.0,0.0,0.0,0.0,0.0
4,3,0,3,0,1,1,2,0,1,0.2727272727272727,0.0358974358974359,0.0,0.22661122661122657,0.0,0.0,0.0,0.0,0.0
4,0,0,3,0,1,1,1,0,1,0.0,0.17435897435897438,0.0,0.6507276507276507,0.0,0.0,0.0,0.0,0.0
4,3,0,3,0,1,1,1,0,1,0.2727272727272727,0.02564102564102564,0.0,0.6507276507276507,0.0,0.0,0.0,0.0,0.0
2,0,0,3,0,1,4,2,0,1,0.0,0.40512820512820513,0.0,0.6507276507276507,0.0,0.0,0.0,0.0,0.0
3,0,0,3,0,1,4,2,0,1,0.0,0.26666666666666666,0.0,0.6507276507276507,0.0,0.0,0.0,0.0,0.0
3,0,0,3,0,1,4,2,0,1,0.0,0.2615384615384615,1.0,0.6507276507276507,0.0,0.0,0.0,0.0,0.0
2,0,0,3,0,1,4,2,0,1,0.0,0.21025641025641026,0.0,0.6507276507276507,0.0,0.0,0.0,0.0,0.0
3,0,0,3,0,1,4,2,0,1,0.0,0.24615384615384614,0.0,0.6507276507276507,0.0,0.0,0.0,0.0,0.0
3,0,0,3,0,1,4,2,0,1,0.0,0.2615384615384615,0.0,0.6507276507276507,0.0,0.0,0.0,0.0,0.0
3,0,0,3,0,1,4,2,0,1,0.0,0.24615384615384614,0.0,0.6507276507276507,0.0,0.0,0.0,0.0,0.0
